customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age,employed,no_education_info,loan_amount_category,is_savings_account,loan_amount_to_total_due_ratio,daily_payment,has_branch_info,location_cluster,is_short_term,loanamount_sum,loanamount_mean,loanamount_median,loanamount_max,loanamount_min,loannumber_count,totaldue_sum,totaldue_mean,termdays_max,termdays_min,termdays_mean,average_interest,average_repayment_time,EarlyRepaymentFlag,LatePaymentFlag,good_bad_flag
8a858ea555d9e6020155f489c9b237f8,301973446,3,2017-07-11 17:22:01,2017-07-11 16:21:55,10000.0,13000.0,30,0,Savings,3.8701435,7.3979258,GT Bank,Permanent,Others,35,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,24500.0,12250.0,30.0,15.0,22.5,2250.0,22.102939814814818,1.0,1.0,1
8a858eb05d2d1297015d313b03581809,301999087,2,2017-07-27 16:22:07,2017-07-27 15:22:01,10000.0,13000.0,30,0,Savings,3.9809867,7.4239296,GT Bank,Permanent,Others,29,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,5.260740740740741,1.0,0.0,1
8a858eb85c1be44c015c1c4b667d25ee,301963210,3,2017-07-04 13:53:57,2017-07-04 12:53:49,10000.0,13000.0,30,0,Savings,3.35763,6.668355,GT Bank,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,24500.0,12250.0,30.0,15.0,22.5,2250.0,12.078084490740741,1.0,0.0,1
8a858ec75bfd77c4015c0d841520351c,301959286,4,2017-07-01 18:36:47,2017-07-01 17:36:40,20000.0,24500.0,30,0,Savings,6.8004083,6.1594433,Union Bank,Permanent,Others,25,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,34500.0,11500.0,15.0,15.0,15.0,1500.0,13.045675154320987,0.6666666666666666,0.3333333333333333,1
8a858ed35cc5ce51015cc60f40f522b4,301981535,2,2017-07-17 10:33:52,2017-07-17 09:33:45,10000.0,11500.0,15,1,Savings,3.2205031,6.5319046,GT Bank,Permanent,Others,33,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,9.852997685185185,1.0,0.0,1
8a858edb5ad79cc6015ad7c9b29415c8,301981500,5,2017-07-17 10:17:01,2017-07-17 09:15:48,20000.0,22250.0,15,0,Savings,3.479829,6.4489694,GT Bank,Permanent,Others,31,0,1,Medium,1,0.898876404494382,1483.3333333333333,0,0,1,50000.0,12500.0,10000.0,20000.0,10000.0,4.0,62000.0,15500.0,30.0,15.0,26.25,3000.0,22.236652199074072,0.75,0.25,1
8a858ee55830c4b90158337542ab18a1,301972649,6,2017-07-11 09:28:30,2017-07-11 08:27:20,10000.0,13000.0,30,0,Other,3.2949859,6.5386422,GT Bank,Permanent,Graduate,22,0,0,Low,0,0.7692307692307693,433.3333333333333,0,0,1,50000.0,10000.0,10000.0,10000.0,10000.0,5.0,65000.0,13000.0,30.0,30.0,30.0,3000.0,48.7557037037037,0.2,0.8,0
8a858eec5ca21dcb015ca2493dee1e2d,301966278,2,2017-07-06 11:39:24,2017-07-06 10:39:18,10000.0,13000.0,30,0,Savings,3.259777,6.5532982,UBA,Permanent,Others,26,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,6.930474537037037,1.0,0.0,1
8a858ef75997d0180159a695b01e2c4c,301989547,5,2017-07-21 15:43:59,2017-07-21 14:43:53,20000.0,24500.0,30,0,Savings,7.4401471,8.9494179,First Bank,Permanent,Others,41,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,50000.0,12500.0,10000.0,20000.0,10000.0,4.0,63500.0,15875.0,30.0,30.0,30.0,3375.0,30.064288194444444,0.25,1.0,1
8a858f03582604ff0158260fcc730548,302001370,10,2017-07-28 21:33:41,2017-07-28 20:33:33,20000.0,24500.0,30,0,Other,3.4085368,6.4281638,First Bank,Permanent,Graduate,32,0,0,Medium,0,0.8163265306122449,816.6666666666666,0,0,1,120000.0,13333.333333333334,10000.0,20000.0,10000.0,9.0,145900.0,16211.111111111111,30.0,15.0,25.0,2877.777777777778,24.841523919753087,0.4444444444444444,0.5555555555555556,1
8a858f085b905684015b906e73a01478,302000465,4,2017-07-28 12:31:10,2017-07-28 11:30:00,20000.0,24500.0,30,0,Savings,3.2934205,6.6400639,FCMB,Permanent,Others,35,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,39000.0,13000.0,30.0,30.0,30.0,3000.0,29.555555555555557,1.0,1.0,1
8a858f1955b1c4df0155cd14c5b478ed,302000569,2,2017-07-28 13:17:13,2017-07-28 12:16:00,10000.0,13000.0,30,0,Other,4.5649533,7.78312,GT Bank,Permanent,Others,44,0,1,Low,0,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,25.11144675925926,0.0,1.0,1
8a858f2656e154de0156e3a87cdc45fb,301982122,5,2017-07-17 15:27:00,2017-07-17 14:26:52,20000.0,22250.0,15,0,Other,5.6140915,6.3906691,UBA,Student,Others,24,0,1,Medium,0,0.898876404494382,1483.3333333333333,0,0,1,60000.0,15000.0,15000.0,20000.0,10000.0,4.0,75000.0,18750.0,30.0,30.0,30.0,3750.0,28.251018518518517,0.75,0.25,1
8a858f2e5c699f3a015c6cf27a036477,301959225,2,2017-07-01 17:42:36,2017-07-01 16:42:30,10000.0,13000.0,30,1,Savings,3.3594054,6.605609,UBA,Permanent,Others,29,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,24.220949074074074,1.0,0.0,1
8a858f335cd0c78e015cd435d7192800,301984674,2,2017-07-18 21:32:19,2017-07-18 20:32:13,10000.0,11500.0,15,0,Savings,2.957738,6.5342122,GT Bank,Permanent,Others,36,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,14.170775462962963,1.0,0.0,1
8a858f3d5add42e2015ae0ca6cb66b83,301998400,8,2017-07-27 09:34:11,2017-07-27 08:34:05,30000.0,34500.0,30,0,Savings,3.8981503,7.3491502,Access Bank,Permanent,Others,32,0,1,High,1,0.8695652173913043,1150.0,0,0,1,120000.0,17142.85714285714,20000.0,30000.0,10000.0,7.0,137650.0,19664.285714285714,30.0,15.0,19.285714285714285,2521.4285714285716,15.019971891534393,1.0,0.0,1
8a858f4655ca643c0155cbc4e13945cc,301965090,15,2017-07-05 15:47:33,2017-07-05 14:47:19,40000.0,44000.0,30,0,Other,12.4805166,9.2099548,GT Bank,Permanent,Others,29,0,1,High,0,0.9090909090909091,1466.6666666666667,0,0,1,410000.0,29285.714285714286,30000.0,40000.0,10000.0,14.0,468800.0,33485.71428571428,30.0,30.0,30.0,4200.0,25.353562334656086,0.7142857142857143,0.2857142857142857,1
8a858f4f5511dca201551b73634170b6,301997295,4,2017-07-26 16:15:25,2017-07-26 15:15:18,10000.0,13000.0,30,0,Other,3.3330007,6.5733791,First Bank,Permanent,Others,26,0,1,Low,0,0.7692307692307693,433.3333333333333,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,36000.0,12000.0,30.0,15.0,20.0,2000.0,31.09082561728395,0.0,1.0,1
8a858f555cc65d60015cc72de106320c,301974694,2,2017-07-12 14:27:04,2017-07-12 13:26:56,10000.0,13000.0,30,1,Savings,3.343518,6.5370166,Access Bank,Permanent,Others,24,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,13.01318287037037,1.0,0.0,1
8a858f5e599783c0015997c56ef70ffa,302001086,3,2017-07-28 18:03:37,2017-07-28 17:02:26,10000.0,11500.0,15,0,Savings,3.30555,6.5103567,GT Bank,Permanent,Others,41,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,23000.0,11500.0,15.0,15.0,15.0,1500.0,14.244016203703705,1.0,0.0,1
8a858f60560bc43d01561d94abd91c48,301991908,4,2017-07-23 13:52:36,2017-07-23 12:52:30,10000.0,11500.0,15,0,Savings,3.9036073,7.3393735,GT Bank,Permanent,Others,31,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,39000.0,13000.0,30.0,30.0,30.0,3000.0,17.416265432098765,1.0,0.0,1
8a858f6e5aa3c922015aa3d9cba10a74,301983676,5,2017-07-18 12:04:15,2017-07-18 11:04:04,20000.0,22250.0,15,0,Current,3.4326509,6.4537758,Zenith Bank,Permanent,Others,33,0,1,Medium,0,0.898876404494382,1483.3333333333333,0,0,1,50000.0,12500.0,10000.0,20000.0,10000.0,4.0,56750.0,14187.5,15.0,15.0,15.0,1687.5,16.565254629629628,0.5,0.5,1
8a858f785cea234f015cea434e0a09e6,301974590,2,2017-07-12 13:21:08,2017-07-12 12:21:02,10000.0,13000.0,30,1,Savings,3.6595105,6.6681408,GT Bank,Permanent,Others,31,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,14.830231481481482,1.0,1.0,1
8a858f7e564ad338015654d3a5c242a5,301969110,8,2017-07-08 11:23:48,2017-07-08 10:23:43,30000.0,34500.0,30,0,Other,8.6713276,9.0830135,GT Bank,Permanent,Others,29,0,1,High,0,0.8695652173913043,1150.0,0,0,1,100000.0,14285.714285714286,10000.0,20000.0,10000.0,7.0,125500.0,17928.571428571428,30.0,30.0,30.0,3642.8571428571427,22.996122685185185,1.0,0.0,1
8a858f9158aff6a30158b5f2ff887585,301985845,9,2017-07-19 14:55:01,2017-07-19 13:54:53,20000.0,22250.0,15,0,Savings,3.5579715,6.4634231,GT Bank,Permanent,Others,43,0,1,Medium,1,0.898876404494382,1483.3333333333333,0,0,1,140000.0,17500.0,20000.0,30000.0,10000.0,8.0,165650.0,20706.25,30.0,15.0,26.25,3206.25,24.668392650462962,0.875,0.25,1
8a858f975c4582c4015c550ee4925686,301998392,3,2017-07-27 09:30:55,2017-07-27 08:30:49,10000.0,13000.0,30,0,Savings,3.4929233,6.6057041,GT Bank,Permanent,Others,32,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,26000.0,13000.0,30.0,30.0,30.0,3000.0,27.48065972222222,1.0,0.0,1
8a858f995a4762a5015a4c25b0ea01c3,301981230,6,2017-07-17 07:53:36,2017-07-17 06:53:30,20000.0,24500.0,30,0,Savings,5.3269784,7.799699,Access Bank,Permanent,Others,55,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,70000.0,14000.0,10000.0,20000.0,10000.0,5.0,87300.0,17460.0,30.0,30.0,30.0,3460.0,21.815275462962962,1.0,0.0,1
8a858fa45bd95e9a015be131cdec35a8,301962952,3,2017-07-04 11:33:25,2017-07-04 10:33:20,10000.0,13000.0,30,0,Savings,3.5159825,6.7062641,Zenith Bank,Permanent,Others,31,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,24500.0,12250.0,30.0,15.0,22.5,2250.0,23.10013888888889,0.5,0.5,1
8a858fae5b49223f015b499e1cf9485b,301982904,4,2017-07-18 00:03:50,2017-07-17 23:02:40,10000.0,13000.0,30,0,Savings,3.2643932,6.5667918,GT Bank,Permanent,Others,33,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,36000.0,12000.0,30.0,15.0,20.0,2000.0,24.626458333333332,0.3333333333333333,0.6666666666666666,0
8a858fb15b34a708015b350c4a1a58d2,301994303,4,2017-07-24 21:45:42,2017-07-24 20:45:34,20000.0,24500.0,30,0,Current,3.9074055,6.8171079,UBA,Permanent,Others,31,0,1,Medium,0,0.8163265306122449,816.6666666666666,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,39000.0,13000.0,30.0,30.0,30.0,3000.0,24.892847222222226,0.3333333333333333,0.6666666666666666,1
8a858fba5cd5feee015cda4f0fa423b4,301991730,2,2017-07-23 11:02:49,2017-07-23 10:02:28,10000.0,11500.0,15,0,Savings,3.3229955,6.6538756,Access Bank,Permanent,Others,32,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,13.993090277777778,1.0,0.0,1
8a858fc55b2fde30015b30c9256b43fd,302001637,5,2017-07-29 06:18:10,2017-07-29 05:17:00,20000.0,24500.0,30,0,Savings,5.6451006,5.9270242,Access Bank,Permanent,Others,29,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,50000.0,12500.0,10000.0,20000.0,10000.0,4.0,63500.0,15875.0,30.0,30.0,30.0,3375.0,24.398686342592594,1.0,0.0,1
8a858fcb5ca240f7015ca64a71fa1951,301960154,2,2017-07-02 17:46:44,2017-07-02 16:46:39,10000.0,13000.0,30,0,Savings,3.8710285,7.307713,First Bank,Permanent,Others,33,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,8.000625,1.0,0.0,1
8a858fd45a4260bc015a42ac9e89278d,301961250,5,2017-07-03 15:36:32,2017-07-03 14:36:27,20000.0,24500.0,30,0,Savings,5.6475083,6.263345,Zenith Bank,Permanent,Others,31,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,45000.0,11250.0,10000.0,15000.0,10000.0,4.0,57375.0,14343.75,30.0,30.0,30.0,3093.75,21.188391203703702,1.0,0.0,1
8a858fd95c3b5bca015c3fcc0b374c3e,301968227,2,2017-07-07 16:17:06,2017-07-07 15:17:00,10000.0,13000.0,30,0,Savings,7.4847391,8.9966162,UBA,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,13.887800925925927,1.0,0.0,1
8a85882953bc04f80153c205b75d7403,301990784,8,2017-07-22 13:50:43,2017-07-22 12:50:30,40000.0,48000.0,60,0,Savings,3.3427681,6.5094142,GT Bank,Self-Employed,Graduate,41,1,0,High,1,0.8333333333333334,800.0,0,0,0,120000.0,17142.85714285714,10000.0,30000.0,10000.0,7.0,145600.0,20800.0,60.0,15.0,30.0,3657.1428571428573,18.26123015873016,0.7142857142857143,0.2857142857142857,1
8a8588dc536a14130153753dc8d32698,301961089,17,2017-07-03 13:38:49,2017-07-03 12:38:43,40000.0,44000.0,30,0,Other,3.4339027,6.8257862,GT Bank,Unemployed,Secondary,47,0,0,High,0,0.9090909090909091,1466.6666666666667,0,0,1,440000.0,27500.0,30000.0,40000.0,10000.0,16.0,503350.0,31459.375,30.0,15.0,29.0625,3959.375,26.957960792824075,0.3125,0.625,1
8a8588fd53c244bc0153c8305ea7338f,301966060,4,2017-07-06 09:25:08,2017-07-06 08:24:54,20000.0,22250.0,15,0,Savings,-2.9799497,56.464013,Zenith Bank,Student,Graduate,24,0,0,Medium,1,0.898876404494382,1483.3333333333333,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,36000.0,12000.0,30.0,15.0,20.0,2000.0,16.218398919753085,0.6666666666666666,0.0,0
8a85895054a061920154a909b1a76c1d,301973229,12,2017-07-11 15:22:15,2017-07-11 14:22:09,30000.0,34500.0,30,0,Savings,7.4941013,8.9654194,First Bank,Permanent,Others,47,0,1,High,1,0.8695652173913043,1150.0,0,0,1,220000.0,20000.0,20000.0,30000.0,10000.0,11.0,254725.0,23156.81818181818,30.0,15.0,24.545454545454547,3156.818181818182,24.84357112794613,0.6363636363636364,0.2727272727272727,1
8a8589b953bc23f70153c90114817143,301980705,7,2017-07-16 18:24:16,2017-07-16 17:23:03,30000.0,39000.0,60,0,Other,3.3056888,6.4445214,GT Bank,Permanent,Others,38,0,1,High,0,0.7692307692307693,650.0,0,0,0,90000.0,15000.0,10000.0,30000.0,10000.0,6.0,114800.0,19133.333333333332,60.0,30.0,35.0,4133.333333333333,34.800742669753085,0.5,0.16666666666666666,0
8a858e02578f616401579484a4963345,302002801,12,2017-07-29 22:01:27,2017-07-29 21:01:19,30000.0,34500.0,30,0,Other,8.3232966,4.9612435,GT Bank,Self-Employed,Secondary,38,1,0,High,0,0.8695652173913043,1150.0,0,0,1,210000.0,19090.909090909092,20000.0,30000.0,10000.0,11.0,244600.0,22236.363636363636,30.0,15.0,24.545454545454547,3145.4545454545455,24.331900252525255,0.6363636363636364,0.6363636363636364,0
